Symbol,Current_Price,Reliability_Score,Reliability_Rating,OCF_Conversion,Cash_Flow_Stability,Working_Capital_Efficiency,Accruals_Quality,FCF_Generation,Operating_CF_M,Free_CF_M,Net_Income_M,OCF_NI_Ratio,FCF_Yield,FCF_Conversion,Total_Cash_M,Volatility,Max_Drawdown,Market_Cap_B,Sector,Reliability_Rank,Rank
INDUSINDBK.NS,760.0999755859375,0.6012800338642494,Good,0.7630620406942112,0.36149140670666213,0.5,0.4769971712179835,0.8333333333333333,,,10088.200192,,,,593754.914816,0.3360885685009488,0.6186029724730097,592.175628288,Financial Services,33.0,33
BPCL.NS,316.45001220703125,0.5971245995190515,Fair,0.2944892475989255,0.6790323889542806,0.5172028791733684,0.5617015599586023,1.0,,,173340.196864,,,,102431.203328,0.2874784778932949,0.3458878042940798,1373.136617472,Energy,34.0,34
KOTAKBANK.NS,1986.5999755859375,0.5833363268553257,Fair,0.49132235545680814,0.5908003492758016,0.5,0.504526676461977,0.8333333333333333,,,191500.091392,,,,477116.727296,0.21472498970082157,0.2315270355043108,3949.996539904,Financial Services,35.0,35
BEL.NS,374.8500061035156,0.580346672713419,Fair,0.6031400673784666,0.6061698257479411,0.41046710523618507,0.3971173533687366,0.8333333333333333,,,55003.500544,,,,95450.996736,0.3272804312072757,0.2689641066559773,2740.071170048,Industrials,36.0,36
BHARTIARTL.NS,1933.300048828125,0.560990668930593,Fair,0.25038696337149735,0.586634559724947,0.775,0.5141076258460326,0.7447543613291219,1072185.99936,252356.493312,353440.989184,3.0335643917118627,0.02176779796712244,0.2353663389212641,212641.005568,0.205729980268266,0.13886847916164566,11593.110781952,Communication Services,37.0,37
TATAMOTORS.NS,680.2999877929688,0.5141851341282248,Fair,0.0,0.6556458040584845,0.6802535295554845,0.5355906715917622,0.8333333333333333,,,212399.996928,,,,674279.981056,0.2810570526201303,0.5010113132289321,2504.667430912,Consumer Cyclical,38.0,38
HDFCLIFE.NS,788.75,0.5027863667892359,Fair,0.5,0.45880468305396266,0.6116349383612685,0.4246562833745983,0.5,,,18796.300288,,,,30487.699456,0.2427044141377359,0.24564704431770662,1700.11131904,Financial Services,39.0,39
JSWSTEEL.NS,1054.5999755859375,0.5015114719765581,Fair,0.0,0.7769852477343911,0.6139241714124423,0.37568921561110385,0.8348810290276293,,,48429.99808,,,,184820.006912,0.2461218664872111,0.15155420804203146,2572.823298048,Basic Materials,40.0,40
SBIN.NS,816.25,0.48442786432924834,Weak,0.2661586843404107,0.4783131469559431,0.5,0.3703926479086024,0.8333333333333333,,,794378.502144,,,,3901819.191296,0.24096801647647667,0.23944130419643367,7534.49304064,Financial Services,41.0,41
BAJAJ-AUTO.NS,8679.5,0.48356916917614595,Weak,0.479589488440897,0.5454465394123982,0.5219364953114002,0.42352348969663556,0.43333333333333335,,,75933.802496,,,,92011.798528,0.24730618507733307,0.42313525480802106,2423.194648576,Consumer Cyclical,42.0,42
SBILIFE.NS,1859.0,0.44865704911301985,Weak,0.5,0.400265595351506,0.4024876543790429,0.42070932777940034,0.5,,,24881.50016,,,,24400.300032,0.22341658082818458,0.2808441390642576,1863.610269696,Financial Services,43.0,43
BAJAJFINSV.NS,1965.9000244140625,0.4345836164810752,Weak,0.0,0.54691559131898,1.0,0.6012524440159888,0.17506315807440406,,,95236.603904,,,,147385.401344,0.23923997042474168,0.3224859472903855,3138.067890176,Financial Services,44.0,44
ADANIENT.NS,2324.89990234375,0.3820049693450426,Poor,0.0,0.6078121106657624,0.6862447314676836,0.46573511723346667,0.26666666666666666,,,62314.500096,,,,66033.401856,0.5467720914418992,0.7134659966411857,2683.352907776,Energy,45.0,45
M&M.NS,3403.0,0.37140027759921657,Poor,0.22144076899988735,0.48260372023185016,0.37905082890979774,0.602505614583879,0.26666666666666666,,,137297.903616,,,,410692.48512,0.2731419799938512,0.22417558953632138,4141.485129728,Consumer Cyclical,46.0,46
TITAN.NS,3621.0,0.3564997915664177,Poor,0.27154621665938034,0.39267782739964163,0.34325726295560804,0.587285906647929,0.26666666666666666,,,37129.998336,,,,23470.000128,0.21329251016818104,0.22498193792542745,3211.989876736,Consumer Cyclical,47.0,47
GRASIM.NS,2813.800048828125,0.30918835687171925,Poor,0.0,0.47940617107250527,0.6892874282353025,0.3696642467343844,0.1,,,40493.30176,,,,238748.696576,0.213945387261036,0.1922838263206586,1909.312585728,Basic Materials,48.0,48
BAJFINANCE.NS,894.5,0.2861809144040108,Poor,0.0,0.45222417613389215,0.5,0.4091873129578166,0.1717899111677992,,,174254.505984,,,,106489.004032,0.25343669176213657,0.28306055279683856,5557.913124864,Financial Services,49.0,49
SHRIRAMFIN.NS,615.8499755859375,0.2823421868076809,Poor,0.0,0.5875789423825788,0.5,0.2988426555411008,0.1,,,95986.499584,,,,109314.899968,0.3368640252754782,0.290045586022304,1158.36452864,Financial Services,50.0,50
